County,LSOA,gini
GREATER LONDON,E01000150,0.49742424330940044
GREATER LONDON,E01000151,0.16825613079019072
GREATER LONDON,E01000152,0.18752938963603874
GREATER LONDON,E01000153,0.13196886926588342
GREATER LONDON,E01000154,0.1879132167911988
GREATER LONDON,E01000156,0.31319627521330207
GREATER LONDON,E01000157,0.22698269955918324
GREATER LONDON,E01000158,0.35364416185709185
GREATER LONDON,E01000159,0.2431238475722188
GREATER LONDON,E01000160,0.19330053876786132
GREATER LONDON,E01000161,0.22729316141055578
GREATER LONDON,E01000162,0.1964742481852748
GREATER LONDON,E01000163,0.15772278262366227
GREATER LONDON,E01000164,0.2255663829612269
GREATER LONDON,E01000165,0.1879383396220411
GREATER LONDON,E01000166,0.16210822535256694
GREATER LONDON,E01000167,0.11470335339638865
GREATER LONDON,E01000168,0.14997455952479558
GREATER LONDON,E01000169,0.2832610261725221
GREATER LONDON,E01000170,0.2745878686599521
GREATER LONDON,E01000171,0.2649431683113218
GREATER LONDON,E01000172,0.1749959608549139
GREATER LONDON,E01000173,0.14940510722318912
GREATER LONDON,E01000174,0.2680392909157891
GREATER LONDON,E01000175,0.23943684961041542
GREATER LONDON,E01000176,0.19048414660925522
GREATER LONDON,E01000177,0.226902423352304
GREATER LONDON,E01000178,0.35580367042758937
GREATER LONDON,E01000179,0.23189983633915834
GREATER LONDON,E01000180,0.27209803213070666
GREATER LONDON,E01000181,0.23305348631451456
GREATER LONDON,E01000182,0.3185220464743188
GREATER LONDON,E01000183,0.3470056323480432
GREATER LONDON,E01000184,0.19161338241942777
GREATER LONDON,E01000185,0.18217887151123316
GREATER LONDON,E01000186,0.07530387007413106
GREATER LONDON,E01000187,0.14479669675974527
GREATER LONDON,E01000188,0.18383896085766901
GREATER LONDON,E01000189,0.3134294350857473
GREATER LONDON,E01000190,0.1062417891937908
GREATER LONDON,E01000191,0.22294835234474017
GREATER LONDON,E01000192,0.2981060577860828
GREATER LONDON,E01000193,0.15627379770245842
GREATER LONDON,E01000194,0.17775766042129434
GREATER LONDON,E01000195,0.23496127807075134
GREATER LONDON,E01000196,0.3447856029389321
GREATER LONDON,E01000197,0.39772841976994244
GREATER LONDON,E01000198,0.3652686811161333
GREATER LONDON,E01000199,0.2714431943847848
GREATER LONDON,E01000200,0.25316778758068254
GREATER LONDON,E01000201,0.2951832661677221
GREATER LONDON,E01000202,0.3889594456375874
GREATER LONDON,E01000203,0.2611470873089692
GREATER LONDON,E01000204,0.4047904636960732
GREATER LONDON,E01000205,0.20736283305025777
GREATER LONDON,E01000206,0.4786383639740195
GREATER LONDON,E01000207,0.3832693105460648
GREATER LONDON,E01000208,0.4439409118932167
GREATER LONDON,E01000209,0.16840270303650512
GREATER LONDON,E01000210,0.3013803172075121
GREATER LONDON,E01000211,0.5429564884068263
GREATER LONDON,E01000212,0.31285269914032454
GREATER LONDON,E01000213,0.1412915533547104
GREATER LONDON,E01000214,0.5277777999893765
GREATER LONDON,E01000215,0.1972983389257625
GREATER LONDON,E01000216,0.33181856301030055
GREATER LONDON,E01000217,0.2971475145470741
GREATER LONDON,E01000218,0.23402789216941453
GREATER LONDON,E01000219,0.23538200339558574
GREATER LONDON,E01000220,0.2986785133677789
GREATER LONDON,E01000221,0.250100402187625
GREATER LONDON,E01000222,0.30238416554206027
GREATER LONDON,E01000223,0.6559247455811442
GREATER LONDON,E01000224,0.20019828828111227
GREATER LONDON,E01000225,0.3287061891249329
GREATER LONDON,E01000226,0.18458485833132282
GREATER LONDON,E01000227,0.0879475328533461
GREATER LONDON,E01000228,0.3799917999179992
GREATER LONDON,E01000229,0.17880070781067875
GREATER LONDON,E01000230,0.2091964999918377
GREATER LONDON,E01000231,0.18751123008097925
GREATER LONDON,E01000232,0.2683041187779169
GREATER LONDON,E01000233,0.2558207659011331
GREATER LONDON,E01000234,0.26579837184374006
GREATER LONDON,E01000235,0.2788975693075219
GREATER LONDON,E01000236,0.36951490876724524
GREATER LONDON,E01000237,0.28710063488990634
GREATER LONDON,E01000238,0.19450597131934305
GREATER LONDON,E01000239,0.2963582177013945
GREATER LONDON,E01000240,0.244172955739869
GREATER LONDON,E01000241,0.33108211110754515
GREATER LONDON,E01000242,0.38442120044771305
GREATER LONDON,E01000243,0.2762491145303141
GREATER LONDON,E01000244,0.2993565319883778
GREATER LONDON,E01000245,0.5503866379477627
GREATER LONDON,E01000246,0.3509332683833907
GREATER LONDON,E01000247,0.2971738309126018
GREATER LONDON,E01000248,0.2396117065396711
GREATER LONDON,E01000249,0.22784045543636816
GREATER LONDON,E01000250,0.4345505131981951
GREATER LONDON,E01000251,0.3728162795162219
GREATER LONDON,E01000252,0.32209669452158746
GREATER LONDON,E01000253,0.3335124617200178
GREATER LONDON,E01000254,0.4529302781788955
GREATER LONDON,E01000255,0.2624447136377722
GREATER LONDON,E01000256,0.3672647294649261
GREATER LONDON,E01000257,0.15789533365848207
GREATER LONDON,E01000258,0.31628765068485654
GREATER LONDON,E01000259,0.1661762709675763
GREATER LONDON,E01000260,0.20655159247409513
GREATER LONDON,E01000261,0.2671360357244223
GREATER LONDON,E01000263,0.28430736212184915
GREATER LONDON,E01000264,0.4706903381941824
GREATER LONDON,E01000265,0.20493434186840714
GREATER LONDON,E01000266,0.10647979065870969
GREATER LONDON,E01000267,0.24174865546187624
GREATER LONDON,E01000268,0.333490398466098
GREATER LONDON,E01000269,0.20534956878269475
GREATER LONDON,E01000270,0.26488314937846674
GREATER LONDON,E01000271,0.34054956343091936
GREATER LONDON,E01000272,0.31081879855456984
GREATER LONDON,E01000273,0.3715522249331939
GREATER LONDON,E01000274,0.26101448792581305
GREATER LONDON,E01000275,0.2135989832535885
GREATER LONDON,E01000276,0.17266149691892266
GREATER LONDON,E01000277,0.20187426786411558
GREATER LONDON,E01000278,0.12581889069271013
GREATER LONDON,E01000279,0.3263405146456873
GREATER LONDON,E01000280,0.18159989474376687
GREATER LONDON,E01000281,0.22240051181621884
GREATER LONDON,E01000282,0.20579319790002282
GREATER LONDON,E01000283,0.0992117672549805
GREATER LONDON,E01000284,0.33042199685046675
GREATER LONDON,E01000285,0.21298268419180452
GREATER LONDON,E01000286,0.15455008155097225
GREATER LONDON,E01000287,0.1346365462527774
GREATER LONDON,E01000288,0.14313170348632953
GREATER LONDON,E01000289,0.08456413422614868
GREATER LONDON,E01000290,0.4568846445317605
GREATER LONDON,E01000291,0.16191768430574402
GREATER LONDON,E01000292,0.2723478552665384
GREATER LONDON,E01000293,0.1764828223694346
GREATER LONDON,E01000294,0.30827763496143956
GREATER LONDON,E01000295,0.32809558941691375
GREATER LONDON,E01000296,0.46330020513753034
GREATER LONDON,E01000297,0.24594586282305833
GREATER LONDON,E01000298,0.2048755474785575
GREATER LONDON,E01000299,0.3529452368307863
GREATER LONDON,E01000300,0.18845124142528402
GREATER LONDON,E01000301,0.17004530023545764
GREATER LONDON,E01000302,0.25583887695151136
GREATER LONDON,E01000303,0.10714540017089148
GREATER LONDON,E01000304,0.2097003371685359
GREATER LONDON,E01000305,0.38475773216399006
GREATER LONDON,E01000306,0.17027343178827312
GREATER LONDON,E01000307,0.16166329482912398
GREATER LONDON,E01000308,0.12929600554000548
GREATER LONDON,E01000309,0.23956934414661665
GREATER LONDON,E01000310,0.2586664267706411
GREATER LONDON,E01000311,0.20942801918533896
GREATER LONDON,E01000312,0.1832312322568251
GREATER LONDON,E01000313,0.39285204633181436
GREATER LONDON,E01000314,0.22366885039522796
GREATER LONDON,E01000315,0.0635470826112074
GREATER LONDON,E01000316,0.26027291130327634
GREATER LONDON,E01000317,0.30457085622666114
GREATER LONDON,E01000318,0.23629383760173475
GREATER LONDON,E01000319,0.23555663897691687
GREATER LONDON,E01000320,0.3144237833073176
GREATER LONDON,E01000321,0.4241976120741632
GREATER LONDON,E01000322,0.5408268750289245
GREATER LONDON,E01000323,0.3723040869597058
GREATER LONDON,E01000324,0.25818253633038923
GREATER LONDON,E01000325,0.09397063907590429
GREATER LONDON,E01000326,0.06145336604279795
GREATER LONDON,E01000327,0.15814695185947555
GREATER LONDON,E01000328,0.12587374903772133
GREATER LONDON,E01000329,0.24042030202363135
GREATER LONDON,E01000330,0.2483790644052459
GREATER LONDON,E01000331,0.13381849996023223
GREATER LONDON,E01000332,0.19138762343259938
GREATER LONDON,E01000333,0.1823553208047374
GREATER LONDON,E01000334,0.13499084908494138
GREATER LONDON,E01000335,0.6135879206067254
GREATER LONDON,E01000336,0.20671655580192166
GREATER LONDON,E01000337,0.11933742804282949
GREATER LONDON,E01000338,0.12702011944874436
GREATER LONDON,E01000339,0.16581782166780204
GREATER LONDON,E01000340,0.11810656883916876
GREATER LONDON,E01000341,0.1445112102879972
GREATER LONDON,E01000342,0.12342111484090587
GREATER LONDON,E01000343,0.13400111905804504
GREATER LONDON,E01000344,0.10882155336558631
GREATER LONDON,E01000345,0.11819733237526385
GREATER LONDON,E01000346,0.14193303660467008
GREATER LONDON,E01000347,0.09810287365575729
GREATER LONDON,E01000348,0.1163929874662859
GREATER LONDON,E01000349,0.1485383430247006
GREATER LONDON,E01000350,0.15793516669227223
GREATER LONDON,E01000351,0.12020636448832436
GREATER LONDON,E01000352,0.19672541020624976
GREATER LONDON,E01000353,0.09425833538432396
GREATER LONDON,E01000354,0.20612970813233933
GREATER LONDON,E01000355,0.09804025830541721
GREATER LONDON,E01000356,0.10238387126131576
GREATER LONDON,E01000357,0.0687632735713933
GREATER LONDON,E01000358,0.15669011112101808
GREATER LONDON,E01000359,0.15761975175874893
GREATER LONDON,E01000360,0.2242209959428025
GREATER LONDON,E01000361,0.14885984203642952
GREATER LONDON,E01000362,0.19471179535493596
GREATER LONDON,E01000363,0.19719453897382128
GREATER LONDON,E01000364,0.19480070141156403
GREATER LONDON,E01000365,0.8257893782883632
GREATER LONDON,E01000366,0.08505316034456464
GREATER LONDON,E01000367,0.15714243408388695
GREATER LONDON,E01000368,0.09756473810101571
GREATER LONDON,E01000369,0.0855785694559514
GREATER LONDON,E01000370,0.14034303675606627
GREATER LONDON,E01000371,0.18873604586882886
GREATER LONDON,E01000372,0.1345516052003184
GREATER LONDON,E01000373,0.06203837146460097
GREATER LONDON,E01000374,0.14804317780227086
GREATER LONDON,E01000375,0.6220658008274553
GREATER LONDON,E01000376,0.08105747856462368
GREATER LONDON,E01000377,0.19906651477754572
GREATER LONDON,E01000379,0.12213914055961868
GREATER LONDON,E01000380,0.14872853762061428
GREATER LONDON,E01000381,0.32127028978929795
GREATER LONDON,E01000382,0.17939877751596076
GREATER LONDON,E01000383,0.14463115508187904
GREATER LONDON,E01000384,0.2053599281504536
GREATER LONDON,E01000385,0.14575278290424137
GREATER LONDON,E01000386,0.7650481826914138
GREATER LONDON,E01000387,0.13375823867151318
GREATER LONDON,E01000388,0.16869840041279668
GREATER LONDON,E01000389,0.265943931086716
GREATER LONDON,E01000390,0.2548790366721401
GREATER LONDON,E01000391,0.08004248700732142
GREATER LONDON,E01000392,0.392218682961711
GREATER LONDON,E01000393,0.12370423584504044
GREATER LONDON,E01000394,0.28335499618121307
GREATER LONDON,E01000395,0.16081022995916613
GREATER LONDON,E01000396,0.12786745964316057
GREATER LONDON,E01000398,0.09227695202615373
GREATER LONDON,E01000399,0.17012300274512565
GREATER LONDON,E01000400,0.20210129753751338
GREATER LONDON,E01000401,0.13406078869770907
GREATER LONDON,E01000402,0.1511924594476107
GREATER LONDON,E01000403,0.6494891811550099
GREATER LONDON,E01000404,0.14521660944606204
GREATER LONDON,E01000405,0.8669948085180067
GREATER LONDON,E01000406,0.25063679856104865
GREATER LONDON,E01000407,0.22114191805267558
GREATER LONDON,E01000408,0.6605330609212482
GREATER LONDON,E01000409,0.07616553598837686
GREATER LONDON,E01000410,0.11801702940519011
GREATER LONDON,E01000411,0.07102949896120626
GREATER LONDON,E01000412,0.13251019209508016
GREATER LONDON,E01000413,0.1263595187952572
GREATER LONDON,E01000414,0.45057655467138225
GREATER LONDON,E01000415,0.07484687443703837
GREATER LONDON,E01000416,0.2677067677343529
GREATER LONDON,E01000417,0.2788798078928947
GREATER LONDON,E01000418,0.4155675548080611
GREATER LONDON,E01000419,0.12659958137015245
GREATER LONDON,E01000420,0.15218588970116262
GREATER LONDON,E01000421,0.0916619593285991
GREATER LONDON,E01000422,0.02131782945736434
GREATER LONDON,E01000423,0.12710308425215044
GREATER LONDON,E01000424,0.2956660363989751
GREATER LONDON,E01000425,0.1263144380801896
GREATER LONDON,E01000426,0.1841938750608436
GREATER LONDON,E01000427,0.3372797998070354
GREATER LONDON,E01000428,0.8354647211123291
GREATER LONDON,E01000429,0.20125128205128204
GREATER LONDON,E01000430,0.1820766799440704
GREATER LONDON,E01000431,0.06705592187044171
GREATER LONDON,E01000433,0.19709726061824578
GREATER LONDON,E01000434,0.03064150531174045
GREATER LONDON,E01000435,0.1519566370422116
GREATER LONDON,E01000436,0.0770704360351061
GREATER LONDON,E01000437,0.12955458112162474
GREATER LONDON,E01000438,0.0809521027537799
GREATER LONDON,E01000439,0.17284877072612922
GREATER LONDON,E01000440,0.09090415848919639
GREATER LONDON,E01000441,0.15244189827313107
GREATER LONDON,E01000442,0.12597883821307168
GREATER LONDON,E01000443,0.13183663333486909
GREATER LONDON,E01000444,0.18726244447497367
GREATER LONDON,E01000445,0.17311867017563026
GREATER LONDON,E01000446,0.16353243849989862
GREATER LONDON,E01000447,0.21664926742466223
GREATER LONDON,E01000448,0.11097331240188384
GREATER LONDON,E01000449,0.23878590064157074
GREATER LONDON,E01000450,0.09280660528782568
GREATER LONDON,E01000451,0.07283544094840506
GREATER LONDON,E01000452,0.07350054324807101
GREATER LONDON,E01000453,0.10974496449789886
GREATER LONDON,E01000454,0.15419385588095114
GREATER LONDON,E01000455,0.06572528883183569
GREATER LONDON,E01000456,0.05569203804269747
GREATER LONDON,E01000457,0.4009917034058252
GREATER LONDON,E01000458,0.3054243875362584
GREATER LONDON,E01000459,0.3126451125584469
GREATER LONDON,E01000460,0.22274094594319183
GREATER LONDON,E01000461,0.12190034428586215
GREATER LONDON,E01000462,0.2738572708864909
GREATER LONDON,E01000463,0.14003957353217114
GREATER LONDON,E01000464,0.1474031502767135
GREATER LONDON,E01000465,0.16463785757760194
GREATER LONDON,E01000466,0.19995276086500105
GREATER LONDON,E01000467,0.3611885494824453
GREATER LONDON,E01000468,0.3648958934284185
GREATER LONDON,E01000469,0.16707544881539615
GREATER LONDON,E01000470,0.11270011640011435
GREATER LONDON,E01000471,0.08362387053662221
GREATER LONDON,E01000472,0.4791521351623653
GREATER LONDON,E01000473,0.45674959686708133
GREATER LONDON,E01000474,0.08823529411764706
GREATER LONDON,E01000475,0.14888888888888888
GREATER LONDON,E01000476,0.07291666666666667
GREATER LONDON,E01000477,0.4562652092991519
GREATER LONDON,E01000478,0.10664706843050792
GREATER LONDON,E01000479,0.13755445078879466
GREATER LONDON,E01000480,0.12452700378396973
GREATER LONDON,E01000481,0.386056511056511
GREATER LONDON,E01000483,0.16880672970579957
GREATER LONDON,E01000484,0.12374334713187463
GREATER LONDON,E01000485,0.15180929394686674
GREATER LONDON,E01000486,0.1042090970807875
GREATER LONDON,E01000487,0.21386832473798037
GREATER LONDON,E01000488,0.34485794381769574
GREATER LONDON,E01000489,0.3609538796062552
GREATER LONDON,E01000490,0.37281227300602837
GREATER LONDON,E01000491,0.49363885322164613
GREATER LONDON,E01000492,0.34032330489447693
GREATER LONDON,E01000493,0.18954068561402546
GREATER LONDON,E01000494,0.49786255823761544
GREATER LONDON,E01000495,0.37816804980175617
GREATER LONDON,E01000497,0.3791840910180215
GREATER LONDON,E01000498,0.514414391820936
GREATER LONDON,E01000499,0.4339651701914514
GREATER LONDON,E01000501,0.127275374981797
GREATER LONDON,E01000502,0.20319979854590406
GREATER LONDON,E01000503,0.22975493177062514
GREATER LONDON,E01000504,0.26447046924041984
GREATER LONDON,E01000505,0.17330677290836655
GREATER LONDON,E01000506,0.1401335822421158
GREATER LONDON,E01000507,0.09948378051112103
GREATER LONDON,E01000508,0.20635700252596126
GREATER LONDON,E01000509,0.21153204665421452
GREATER LONDON,E01000510,0.42000531329335117
GREATER LONDON,E01000511,0.17199840884462916
GREATER LONDON,E01000512,0.13298824295047995
GREATER LONDON,E01000513,0.060542554430084994
GREATER LONDON,E01000514,0.3490917956845056
GREATER LONDON,E01000515,0.2349223638447994
GREATER LONDON,E01000516,0.3633217993079585
GREATER LONDON,E01000517,0.440851717740862
GREATER LONDON,E01000518,0.13616583725316428
GREATER LONDON,E01000519,0.11331269349845201
GREATER LONDON,E01000520,0.27395267247050176
GREATER LONDON,E01000521,0.34840450557989544
GREATER LONDON,E01000522,0.18938749223727488
GREATER LONDON,E01000523,0.2318221640043821
GREATER LONDON,E01000524,0.3987613642861227
GREATER LONDON,E01000525,0.27525715453870075
GREATER LONDON,E01000526,0.4361348573017167
GREATER LONDON,E01000527,0.17569240929541421
GREATER LONDON,E01000528,0.2319910894640464
GREATER LONDON,E01000530,0.1997084332824885
GREATER LONDON,E01000531,0.2225233737043344
GREATER LONDON,E01000532,0.1656552137391392
GREATER LONDON,E01000533,0.3663159444510864
GREATER LONDON,E01000534,0.2677045327069923
GREATER LONDON,E01000535,0.210661253342352
GREATER LONDON,E01000536,0.2963688320646417
GREATER LONDON,E01000538,0.10262370903103168
GREATER LONDON,E01000539,0.2672375933245498
GREATER LONDON,E01000540,0.17707026853191832
GREATER LONDON,E01000541,0.3097237376162004
GREATER LONDON,E01000543,0.24856046065259116
GREATER LONDON,E01000544,0.2481526581187357
GREATER LONDON,E01000545,0.3006006706818007
GREATER LONDON,E01000546,0.41245126471615384
GREATER LONDON,E01000547,0.21139474575080322
GREATER LONDON,E01000548,0.24501111789607663
GREATER LONDON,E01000549,0.3599955924619171
GREATER LONDON,E01000550,0.2108233731739708
GREATER LONDON,E01000551,0.45203264037799806
GREATER LONDON,E01000552,0.19543710592535185
GREATER LONDON,E01000553,0.26098661320705074
GREATER LONDON,E01000554,0.30391519339400536
GREATER LONDON,E01000555,0.26548899224136596
GREATER LONDON,E01000556,0.3116375331199271
GREATER LONDON,E01000557,0.35068270132412177
GREATER LONDON,E01000558,0.3906648160011389
GREATER LONDON,E01000559,0.4131303340614566
GREATER LONDON,E01000560,0.38719841499386104
GREATER LONDON,E01000561,0.3251942585292749
GREATER LONDON,E01000562,0.22087498656347415
GREATER LONDON,E01000563,0.05699949824385349
GREATER LONDON,E01000564,0.15607250126386535
GREATER LONDON,E01000565,0.20413681222117075
GREATER LONDON,E01000566,0.04937337770912623
GREATER LONDON,E01000567,0.21687279151943462
GREATER LONDON,E01000568,0.33065339141257
GREATER LONDON,E01000569,0.03339284955150278
GREATER LONDON,E01000570,0.2454428267465796
GREATER LONDON,E01000571,0.153422348975888
GREATER LONDON,E01000572,0.17249557806721338
GREATER LONDON,E01000573,0.06205533596837945
GREATER LONDON,E01000574,0.27565101629975974
GREATER LONDON,E01000575,0.2338350660984283
GREATER LONDON,E01000576,0.33934170716053913
GREATER LONDON,E01000577,0.16768335698694486
GREATER LONDON,E01000578,0.35482988633799917
GREATER LONDON,E01000579,0.18749244888453523
GREATER LONDON,E01000580,0.387366365654942
GREATER LONDON,E01000581,0.3502552281373804
GREATER LONDON,E01000582,0.2434435234621844
GREATER LONDON,E01000583,0.3847118385284474
GREATER LONDON,E01000584,0.24643835552067817
GREATER LONDON,E01000585,0.26546670652517473
GREATER LONDON,E01000586,0.35730390879461954
GREATER LONDON,E01000587,0.02977571539056458
GREATER LONDON,E01000589,0.1821646753527599
GREATER LONDON,E01000590,0.11865044525272796
GREATER LONDON,E01000591,0.036867515204715026
GREATER LONDON,E01000592,0.21042148547931122
GREATER LONDON,E01000593,0.2542055696612278
GREATER LONDON,E01000594,0.22291979010494753
GREATER LONDON,E01000595,0.2557414593803677
GREATER LONDON,E01000596,0.17200788619143342
GREATER LONDON,E01000599,0.001759014951627089
GREATER LONDON,E01000601,0.21390875042560437
GREATER LONDON,E01000602,0.125
GREATER LONDON,E01000603,0.21476510067114093
GREATER LONDON,E01000604,0.19376883173360668
GREATER LONDON,E01000605,0.10765171503957784
GREATER LONDON,E01000606,0.08769689081303812
GREATER LONDON,E01000607,0.20149259681547452
GREATER LONDON,E01000608,0.3256398819735127
GREATER LONDON,E01000609,0.20558355857501157
GREATER LONDON,E01000610,0.1619260771147615
GREATER LONDON,E01000611,0.12790577843209422
GREATER LONDON,E01000612,0.17971973648369166
GREATER LONDON,E01000613,0.15763699159750502
GREATER LONDON,E01000615,0.7058776447813654
GREATER LONDON,E01000616,0.0973018147086915
GREATER LONDON,E01000617,0.14343302515063547
GREATER LONDON,E01000618,0.02568552585907671
GREATER LONDON,E01000619,0.032657107992678465
GREATER LONDON,E01000620,0.13098162100247196
GREATER LONDON,E01000621,0.3047198267307594
GREATER LONDON,E01000622,0.2624047570316643
GREATER LONDON,E01000623,0.23624433873835993
GREATER LONDON,E01000624,0.09196588944284971
GREATER LONDON,E01000625,0.31243864748144246
GREATER LONDON,E01000626,0.11978041345457156
GREATER LONDON,E01000627,0.1940609804835809
GREATER LONDON,E01000628,0.3202410979183074
GREATER LONDON,E01000629,0.17872246926217153
GREATER LONDON,E01000630,0.2481102585961921
GREATER LONDON,E01000631,0.11232769524299527
GREATER LONDON,E01000632,0.31387953610175834
GREATER LONDON,E01000633,0.35474208601336865
GREATER LONDON,E01000634,0.2249673309376021
GREATER LONDON,E01000636,0.04081996434937611
