StopCount,StopCountDrugs,LSOA21CD,Borough,PopulationLSOA,EthnicMinority,IncomeDomainScore,CrimeSum,DrugCrimeSum,MeanHousePrice,PoliceDept,StopCount_z,EthnicMinority_z,MeanHousePrice_z,CrimeSum_z,DrugCrimeSum_z,IncomeDomainScore_z,gini
40.0,37.0,E01006738,Liverpool,1405,5.41,0.333,146.0,12.0,123553.0,Merseyside,-0.112,-0.265,-0.773,-0.157,-0.01,1.02,0.0993303571428571
81.0,54.0,E01006739,Liverpool,2546,8.76,0.362,404.0,20.0,170048.0,Merseyside,0.211,0.125,-0.299,0.813,0.275,1.245,0.1944586394636532
98.0,88.0,E01006740,Liverpool,1575,12.7,0.329,301.0,19.0,182288.0,Merseyside,0.345,0.585,-0.175,0.426,0.24,0.989,0.5442143727161998
62.0,47.0,E01006741,Liverpool,1885,5.57,0.314,381.0,21.0,167843.0,Merseyside,0.062,-0.246,-0.322,0.727,0.311,0.872,0.1528969322294173
11.0,9.0,E01006742,Liverpool,1618,7.85,0.238,74.0,4.0,206177.0,Merseyside,-0.34,0.019,0.069,-0.428,-0.295,0.283,0.1958149781887227
61.0,41.0,E01006743,Liverpool,1998,10.06,0.194,500.0,15.0,149513.0,Merseyside,0.054,0.277,-0.508,1.175,0.097,-0.059,0.3800423827525923
33.0,23.0,E01006744,Liverpool,1477,5.21,0.196,107.0,12.0,161973.0,Merseyside,-0.167,-0.288,-0.382,-0.304,-0.01,-0.043,0.2542269831572908
76.0,59.0,E01006745,Liverpool,1788,8.89,0.228,263.0,14.0,180040.0,Merseyside,0.172,0.141,-0.198,0.283,0.062,0.205,0.2941729026012551
123.0,100.0,E01006746,Liverpool,1659,27.12,0.318,307.0,28.0,127266.0,Merseyside,0.542,2.265,-0.735,0.449,0.56,0.903,0.2057132683684808
316.0,248.0,E01006747,Liverpool,2756,40.17,0.072,774.0,56.0,143213.0,Merseyside,2.062,3.786,-0.573,2.206,1.558,-1.005,0.81721102222208
51.0,44.0,E01006748,Liverpool,2191,25.06,0.138,264.0,19.0,189366.0,Merseyside,-0.025,2.025,-0.103,0.287,0.24,-0.493,0.2380154587050697
85.0,72.0,E01006751,Liverpool,2696,40.88,0.236,250.0,37.0,107334.0,Merseyside,0.243,3.869,-0.938,0.234,0.881,0.267,0.3659202831640504
17.0,17.0,E01006753,Liverpool,1867,7.87,0.342,118.0,11.0,139686.0,Merseyside,-0.293,0.022,-0.609,-0.263,-0.045,1.09,0.1563993915688831
45.0,37.0,E01006754,Liverpool,1800,5.0,0.364,327.0,18.0,111943.0,Merseyside,-0.072,-0.313,-0.891,0.524,0.204,1.26,0.1209986916703009
84.0,72.0,E01006755,Liverpool,1574,9.09,0.37,486.0,38.0,130382.0,Merseyside,0.235,0.164,-0.703,1.122,0.917,1.307,0.1824913331762646
38.0,34.0,E01006756,Liverpool,1759,7.39,0.351,181.0,14.0,115898.0,Merseyside,-0.127,-0.034,-0.851,-0.026,0.062,1.16,0.1338690848446946
29.0,17.0,E01006757,Liverpool,1479,6.96,0.386,118.0,5.0,116996.0,Merseyside,-0.198,-0.084,-0.84,-0.263,-0.259,1.431,0.1174544710456312
62.0,48.0,E01006538,Liverpool,1271,5.04,0.122,102.0,7.0,187373.0,Merseyside,0.062,-0.308,-0.123,-0.323,-0.188,-0.617,0.2741171533065532
6.0,2.0,E01006592,Liverpool,1532,9.53,0.056,83.0,4.0,369416.0,Merseyside,-0.379,0.215,1.731,-0.394,-0.295,-1.129,0.2902686385088159
3.0,2.0,E01006539,Liverpool,1368,9.5,0.057,102.0,3.0,434330.0,Merseyside,-0.403,0.212,2.392,-0.323,-0.33,-1.122,0.2304169028486323
24.0,20.0,E01006758,Liverpool,1437,6.61,0.353,127.0,13.0,128073.0,Merseyside,-0.238,-0.125,-0.727,-0.229,0.026,1.175,0.0795221045534595
27.0,21.0,E01006593,Liverpool,1451,15.51,0.091,188.0,6.0,242355.0,Merseyside,-0.214,0.912,0.437,0.001,-0.223,-0.858,0.1166824018078936
176.0,161.0,E01006540,Liverpool,1780,27.19,0.446,454.0,46.0,81468.0,Merseyside,0.959,2.273,-1.201,1.002,1.202,1.897,0.5033786206968375
8.0,2.0,E01006489,Knowsley,1349,2.15,0.111,53.0,2.0,179836.0,Merseyside,-0.364,-0.645,-0.2,-0.507,-0.366,-0.703,0.0629445526034578
582.0,542.0,E01006648,Liverpool,2377,21.83,0.268,894.0,150.0,116570.0,Merseyside,4.157,1.649,-0.844,2.657,4.907,0.516,0.3182516249544803
4.0,4.0,E01006823,St. Helens,1324,1.66,0.042,39.0,1.0,262614.0,Merseyside,-0.395,-0.702,0.643,-0.56,-0.402,-1.238,0.1105264814503945
192.0,166.0,E01006759,Liverpool,1036,22.1,0.198,264.0,47.0,183165.0,Merseyside,1.085,1.68,-0.166,0.287,1.237,-0.028,0.2196872952703165
2.0,2.0,E01006594,Liverpool,1324,12.92,0.036,17.0,0.0,408726.0,Merseyside,-0.411,0.61,2.131,-0.643,-0.437,-1.285,0.3974582455002432
63.0,52.0,E01006541,Liverpool,1473,5.97,0.275,206.0,8.0,107996.0,Merseyside,0.07,-0.2,-0.931,0.069,-0.152,0.57,0.1769731465009032
19.0,14.0,E01006490,Knowsley,2642,4.28,0.09,107.0,8.0,162245.0,Merseyside,-0.277,-0.397,-0.379,-0.304,-0.152,-0.866,0.147317364813646
4.0,0.0,E01006651,Liverpool,1615,5.14,0.062,50.0,1.0,215908.0,Merseyside,-0.395,-0.296,0.168,-0.518,-0.402,-1.083,0.1505641311759965
1.0,0.0,E01006824,St. Helens,1232,2.27,0.046,55.0,1.0,219322.0,Merseyside,-0.419,-0.631,0.202,-0.5,-0.402,-1.207,0.1892490671933456
866.0,766.0,E01006760,Liverpool,1437,20.74,0.388,618.0,92.0,175771.0,Merseyside,6.393,1.522,-0.241,1.619,2.84,1.447,0.3757243061909118
1.0,0.0,E01006595,Liverpool,1755,11.11,0.105,110.0,0.0,252770.0,Merseyside,-0.419,0.399,0.543,-0.293,-0.437,-0.749,0.1282539504231259
65.0,49.0,E01006542,Liverpool,1568,14.22,0.29,346.0,34.0,141464.0,Merseyside,0.085,0.762,-0.59,0.595,0.774,0.686,0.1205551741806966
68.0,63.0,E01006491,Knowsley,2018,2.18,0.1,80.0,18.0,169595.0,Merseyside,0.109,-0.641,-0.304,-0.406,0.204,-0.788,0.1511086564238462
7.0,1.0,E01006652,Liverpool,1449,3.11,0.147,163.0,5.0,123406.0,Merseyside,-0.371,-0.533,-0.774,-0.093,-0.259,-0.423,0.075250747377545
18.0,14.0,E01006825,St. Helens,1475,3.59,0.035,69.0,4.0,475415.0,Merseyside,-0.285,-0.477,2.81,-0.447,-0.295,-1.292,0.1990941269619486
104.0,88.0,E01006761,Liverpool,1431,15.93,0.308,360.0,31.0,111899.0,Merseyside,0.392,0.961,-0.892,0.648,0.667,0.826,0.407217657674772
13.0,7.0,E01006596,Liverpool,1423,12.23,0.074,146.0,5.0,328532.0,Merseyside,-0.324,0.53,1.315,-0.157,-0.259,-0.99,0.2320344214663275
5.0,3.0,E01006543,Liverpool,1138,2.55,0.116,64.0,0.0,159934.0,Merseyside,-0.387,-0.598,-0.402,-0.466,-0.437,-0.664,0.2740326493879219
28.0,25.0,E01006544,Liverpool,1629,9.02,0.388,128.0,5.0,87480.0,Merseyside,-0.206,0.156,-1.14,-0.225,-0.259,1.447,0.1378073962830861
53.0,42.0,E01006545,Liverpool,1355,9.59,0.268,239.0,16.0,103903.0,Merseyside,-0.009,0.222,-0.973,0.193,0.133,0.516,0.1091126691911532
121.0,112.0,E01006546,Liverpool,1335,13.63,0.354,424.0,33.0,101046.0,Merseyside,0.526,0.693,-1.002,0.889,0.738,1.183,0.2368039515506549
362.0,315.0,E01006547,Liverpool,1667,26.39,0.455,510.0,59.0,94705.0,Merseyside,2.424,2.18,-1.067,1.212,1.665,1.966,0.1721297177592136
106.0,97.0,E01006548,Liverpool,1811,31.86,0.395,173.0,15.0,86404.0,Merseyside,0.408,2.817,-1.151,-0.056,0.097,1.501,0.1636254503025135
8.0,5.0,E01006549,Liverpool,1456,25.89,0.235,244.0,12.0,228196.0,Merseyside,-0.364,2.122,0.293,0.212,-0.01,0.259,0.4469195721842862
22.0,15.0,E01006550,Liverpool,1786,14.5,0.121,86.0,2.0,204214.0,Merseyside,-0.253,0.794,0.049,-0.383,-0.366,-0.625,0.1523189753124677
17.0,12.0,E01006551,Liverpool,1225,19.76,0.299,209.0,8.0,144683.0,Merseyside,-0.293,1.407,-0.558,0.08,-0.152,0.756,0.5849318742624182
18.0,16.0,E01006552,Liverpool,1863,59.8,0.32,209.0,12.0,140845.0,Merseyside,-0.285,6.074,-0.597,0.08,-0.01,0.919,0.1411709385360877
10.0,8.0,E01006553,Liverpool,1489,16.45,0.091,121.0,4.0,262759.0,Merseyside,-0.348,1.022,0.645,-0.251,-0.295,-0.858,0.1118970690232128
17.0,12.0,E01006554,Liverpool,1668,19.42,0.116,156.0,4.0,301603.0,Merseyside,-0.293,1.368,1.04,-0.12,-0.295,-0.664,0.3262482233735271
81.0,64.0,E01006556,Liverpool,2071,60.41,0.397,463.0,37.0,76319.0,Merseyside,0.211,6.145,-1.254,1.035,0.881,1.516,0.4488312235951212
73.0,52.0,E01006557,Liverpool,1896,20.04,0.072,238.0,17.0,194726.0,Merseyside,0.148,1.44,-0.048,0.189,0.168,-1.005,0.1845798583086718
220.0,185.0,E01006558,Liverpool,1305,15.33,0.462,334.0,47.0,82547.0,Merseyside,1.306,0.891,-1.19,0.55,1.237,2.021,0.2383425792796842
92.0,81.0,E01006560,Liverpool,1904,16.02,0.456,392.0,34.0,106100.0,Merseyside,0.298,0.971,-0.951,0.768,0.774,1.974,0.2561990950226244
164.0,147.0,E01006562,Liverpool,1484,21.23,0.422,308.0,35.0,90559.0,Merseyside,0.865,1.579,-1.109,0.452,0.81,1.71,0.201156100230953
362.0,323.0,E01006563,Liverpool,1713,21.54,0.491,632.0,77.0,84705.0,Merseyside,2.424,1.615,-1.168,1.671,2.306,2.246,0.4958715596330275
67.0,55.0,E01006564,Liverpool,1631,14.96,0.259,233.0,13.0,134587.0,Merseyside,0.101,0.848,-0.66,0.17,0.026,0.446,0.1811861480694142
15.0,12.0,E01006565,Liverpool,1514,8.19,0.22,199.0,10.0,145635.0,Merseyside,-0.308,0.059,-0.548,0.042,-0.081,0.143,0.0735010715307505
23.0,10.0,E01006566,Liverpool,1365,8.94,0.147,114.0,6.0,146676.0,Merseyside,-0.245,0.146,-0.537,-0.278,-0.223,-0.423,0.2090313806023922
44.0,31.0,E01006567,Liverpool,1670,9.1,0.281,338.0,8.0,196918.0,Merseyside,-0.08,0.165,-0.026,0.565,-0.152,0.616,0.2306040063980501
7.0,6.0,E01006568,Liverpool,1539,5.33,0.16,76.0,4.0,148916.0,Merseyside,-0.371,-0.274,-0.515,-0.421,-0.295,-0.322,0.2199429547479139
122.0,99.0,E01006569,Liverpool,1419,5.21,0.318,207.0,25.0,153647.0,Merseyside,0.534,-0.288,-0.466,0.072,0.453,0.903,0.5728382161270232
36.0,27.0,E01006570,Liverpool,1422,9.21,0.117,216.0,8.0,240438.0,Merseyside,-0.143,0.178,0.417,0.106,-0.152,-0.656,0.1773170565368615
53.0,35.0,E01006571,Liverpool,1432,8.31,0.304,257.0,17.0,122663.0,Merseyside,-0.009,0.073,-0.782,0.26,0.168,0.795,0.1846704361235222
40.0,28.0,E01006572,Liverpool,1262,8.08,0.402,138.0,9.0,110557.0,Merseyside,-0.112,0.046,-0.905,-0.187,-0.117,1.555,0.11244679120462
56.0,40.0,E01006573,Liverpool,1450,10.69,0.288,247.0,11.0,120891.0,Merseyside,0.014,0.35,-0.8,0.223,-0.045,0.671,0.1626427637649009
15.0,11.0,E01006574,Liverpool,1529,5.23,0.311,117.0,11.0,183644.0,Merseyside,-0.308,-0.286,-0.161,-0.266,-0.045,0.849,0.211229328308412
27.0,21.0,E01006575,Liverpool,1287,8.94,0.182,127.0,7.0,231769.0,Merseyside,-0.214,0.146,0.329,-0.229,-0.188,-0.152,0.2050985056849291
19.0,18.0,E01006576,Liverpool,1759,8.3,0.08,107.0,5.0,239474.0,Merseyside,-0.277,0.072,0.408,-0.304,-0.259,-0.943,0.123960082486375
5.0,5.0,E01006577,Liverpool,1527,9.1,0.057,35.0,0.0,317504.0,Merseyside,-0.387,0.165,1.202,-0.575,-0.437,-1.122,0.1333875239268951
4.0,2.0,E01006578,Liverpool,1342,5.51,0.09,70.0,0.0,259475.0,Merseyside,-0.395,-0.253,0.611,-0.443,-0.437,-0.866,0.1262874809922068
12.0,9.0,E01006579,Liverpool,1563,8.51,0.055,94.0,3.0,387743.0,Merseyside,-0.332,0.096,1.918,-0.353,-0.33,-1.137,0.1374435616683192
6.0,1.0,E01006580,Liverpool,1292,8.98,0.071,66.0,2.0,350283.0,Merseyside,-0.379,0.151,1.536,-0.458,-0.366,-1.013,0.2150565196216645
1.0,1.0,E01006581,Liverpool,1537,6.57,0.057,49.0,2.0,343712.0,Merseyside,-0.419,-0.13,1.469,-0.522,-0.366,-1.122,0.1657331251084504
6.0,5.0,E01006582,Liverpool,1719,11.29,0.035,79.0,3.0,385686.0,Merseyside,-0.379,0.42,1.897,-0.409,-0.33,-1.292,0.3432330120344063
5.0,4.0,E01006583,Liverpool,1632,6.43,0.023,37.0,0.0,576546.0,Merseyside,-0.387,-0.146,3.84,-0.567,-0.437,-1.385,0.1518655520927387
4.0,2.0,E01006584,Liverpool,1413,5.52,0.129,193.0,5.0,226846.0,Merseyside,-0.395,-0.252,0.279,0.02,-0.259,-0.563,0.1542397715186719
12.0,6.0,E01006585,Liverpool,1338,13.38,0.312,177.0,8.0,176095.0,Merseyside,-0.332,0.664,-0.238,-0.041,-0.152,0.857,0.279233644859813
33.0,26.0,E01006586,Liverpool,1729,15.91,0.214,329.0,14.0,186468.0,Merseyside,-0.167,0.959,-0.132,0.531,0.062,0.097,0.3092110444164285
11.0,8.0,E01006587,Liverpool,1525,16.52,0.162,127.0,3.0,258213.0,Merseyside,-0.34,1.03,0.599,-0.229,-0.33,-0.307,0.2916985796510173
31.0,26.0,E01006588,Liverpool,1580,16.08,0.162,158.0,6.0,216900.0,Merseyside,-0.182,0.978,0.178,-0.112,-0.223,-0.307,0.2424037133799667
4.0,4.0,E01006589,Liverpool,1451,11.51,0.074,52.0,0.0,275743.0,Merseyside,-0.395,0.446,0.777,-0.511,-0.437,-0.99,0.1883147855348469
19.0,11.0,E01006590,Liverpool,1574,10.93,0.107,71.0,3.0,247319.0,Merseyside,-0.277,0.378,0.488,-0.439,-0.33,-0.734,0.1567800209669057
17.0,15.0,E01006762,Liverpool,1729,13.65,0.309,203.0,8.0,121163.0,Merseyside,-0.293,0.695,-0.797,0.057,-0.152,0.834,0.1850142189905103
30.0,22.0,E01006763,Liverpool,1462,14.02,0.282,149.0,15.0,103955.0,Merseyside,-0.19,0.738,-0.972,-0.146,0.097,0.624,0.1921776297350322
41.0,35.0,E01006764,Liverpool,1562,22.41,0.36,162.0,6.0,122492.0,Merseyside,-0.104,1.716,-0.784,-0.097,-0.223,1.229,0.3292215022133593
40.0,33.0,E01006765,Liverpool,1492,10.12,0.239,168.0,11.0,117911.0,Merseyside,-0.112,0.284,-0.83,-0.074,-0.045,0.291,0.1723675442426236
155.0,134.0,E01006766,Liverpool,1278,22.61,0.431,468.0,45.0,87362.0,Merseyside,0.794,1.739,-1.141,1.054,1.166,1.78,0.235206577167239
80.0,64.0,E01006767,Liverpool,1837,22.21,0.362,324.0,18.0,129220.0,Merseyside,0.203,1.693,-0.715,0.512,0.204,1.245,0.2446130417805544
5.0,3.0,E01006768,Liverpool,1338,14.57,0.253,155.0,3.0,198281.0,Merseyside,-0.387,0.802,-0.012,-0.123,-0.33,0.399,0.2195042856996562
4.0,1.0,E01006769,Liverpool,1338,6.28,0.291,149.0,4.0,159679.0,Merseyside,-0.395,-0.164,-0.405,-0.146,-0.295,0.694,0.1183557183557183
5.0,5.0,E01006770,Liverpool,1158,6.56,0.304,75.0,7.0,136756.0,Merseyside,-0.387,-0.131,-0.638,-0.424,-0.188,0.795,0.0725636426571006
24.0,9.0,E01006771,Liverpool,1584,6.06,0.352,464.0,12.0,130021.0,Merseyside,-0.238,-0.189,-0.707,1.039,-0.01,1.167,0.1133470932232542
9.0,7.0,E01006772,Liverpool,1115,6.91,0.217,63.0,3.0,197729.0,Merseyside,-0.356,-0.09,-0.017,-0.469,-0.33,0.12,0.1724742367331214
4.0,3.0,E01006773,Liverpool,1314,2.36,0.096,43.0,1.0,237404.0,Merseyside,-0.395,-0.62,0.387,-0.545,-0.402,-0.819,0.1109428260433674
3.0,0.0,E01006774,Liverpool,1413,15.15,0.076,36.0,0.0,276898.0,Merseyside,-0.403,0.87,0.789,-0.571,-0.437,-0.974,0.3119231594762824
19.0,17.0,E01006775,Liverpool,1479,7.37,0.42,120.0,2.0,184689.0,Merseyside,-0.277,-0.037,-0.15,-0.255,-0.366,1.695,0.1174896262359819
251.0,217.0,E01006776,Liverpool,1842,7.0,0.28,319.0,33.0,287228.0,Merseyside,1.55,-0.08,0.894,0.494,0.738,0.609,0.2288195954703045
288.0,239.0,E01006778,Liverpool,2178,16.71,0.421,685.0,86.0,99956.0,Merseyside,1.841,1.052,-1.013,1.871,2.627,1.703,0.4386215495336248
180.0,153.0,E01006779,Liverpool,2034,12.64,0.439,352.0,24.0,138763.0,Merseyside,0.991,0.578,-0.618,0.618,0.418,1.842,0.1339484777517564
10.0,7.0,E01006780,Liverpool,1361,4.19,0.151,182.0,9.0,143243.0,Merseyside,-0.348,-0.407,-0.572,-0.022,-0.117,-0.392,0.2032616173197545
5.0,4.0,E01006781,Liverpool,1327,2.86,0.09,101.0,0.0,153703.0,Merseyside,-0.387,-0.562,-0.466,-0.327,-0.437,-0.866,0.1850738699753203
60.0,43.0,E01006782,Liverpool,1488,5.51,0.195,218.0,13.0,127770.0,Merseyside,0.046,-0.253,-0.73,0.114,0.026,-0.051,0.2024466382903538
53.0,26.0,E01006783,Liverpool,1337,4.11,0.217,227.0,12.0,125236.0,Merseyside,-0.009,-0.417,-0.756,0.148,-0.01,0.12,0.2271348658182287
4.0,2.0,E01006784,Liverpool,1215,3.79,0.184,131.0,4.0,141315.0,Merseyside,-0.395,-0.454,-0.592,-0.214,-0.295,-0.136,0.1360391010785999
71.0,47.0,E01006785,Liverpool,1710,5.26,0.222,213.0,17.0,125122.0,Merseyside,0.133,-0.282,-0.757,0.095,0.168,0.159,0.2667244082861428
27.0,21.0,E01006786,Liverpool,2303,5.25,0.134,247.0,6.0,156784.0,Merseyside,-0.214,-0.284,-0.434,0.223,-0.223,-0.524,0.1724318626159117
69.0,53.0,E01006787,Liverpool,1329,7.98,0.243,364.0,16.0,142652.0,Merseyside,0.117,0.034,-0.578,0.663,0.133,0.322,0.2380718004042181
8.0,4.0,E01006788,Liverpool,1666,5.28,0.214,165.0,1.0,131643.0,Merseyside,-0.364,-0.28,-0.69,-0.086,-0.402,0.097,0.1262902446892589
44.0,35.0,E01006790,Liverpool,1815,11.9,0.421,573.0,20.0,77472.0,Merseyside,-0.08,0.491,-1.242,1.449,0.275,1.703,0.1724822052695902
30.0,23.0,E01006791,Liverpool,1643,9.86,0.389,625.0,29.0,102817.0,Merseyside,-0.19,0.254,-0.984,1.645,0.596,1.454,0.2333731386781991
14.0,8.0,E01006792,Liverpool,1359,5.52,0.06,91.0,2.0,552615.0,Merseyside,-0.316,-0.252,3.597,-0.364,-0.366,-1.098,0.166919890566212
16.0,13.0,E01006793,Liverpool,1382,11.87,0.207,81.0,6.0,215362.0,Merseyside,-0.301,0.488,0.162,-0.402,-0.223,0.042,0.4390107333966141
21.0,17.0,E01006794,Liverpool,1594,9.41,0.091,146.0,8.0,393676.0,Merseyside,-0.261,0.201,1.978,-0.157,-0.152,-0.858,0.3307738611031833
31.0,17.0,E01006795,Liverpool,1445,4.91,0.071,215.0,5.0,334915.0,Merseyside,-0.182,-0.323,1.38,0.102,-0.259,-1.013,0.1967049497359563
8.0,6.0,E01006796,Liverpool,1608,13.99,0.033,50.0,3.0,622015.0,Merseyside,-0.364,0.735,4.303,-0.518,-0.33,-1.308,0.3383670963781461
2.0,1.0,E01006797,Liverpool,1369,6.94,0.245,145.0,6.0,222517.0,Merseyside,-0.411,-0.087,0.235,-0.161,-0.223,0.337,0.1421788411581795
14.0,13.0,E01006798,Liverpool,1306,5.9,0.085,123.0,3.0,284600.0,Merseyside,-0.316,-0.208,0.867,-0.244,-0.33,-0.904,0.293836084569924
42.0,21.0,E01006799,Liverpool,1686,6.17,0.227,176.0,6.0,243964.0,Merseyside,-0.096,-0.176,0.453,-0.044,-0.223,0.197,0.2238490844234165
11.0,5.0,E01006800,Liverpool,1452,8.82,0.075,81.0,0.0,301368.0,Merseyside,-0.34,0.132,1.038,-0.402,-0.437,-0.982,0.2656504711342239
0.0,0.0,E01006801,Liverpool,1919,8.23,0.099,39.0,1.0,300818.0,Merseyside,-0.427,0.064,1.032,-0.56,-0.402,-0.796,0.1601888641468609
18.0,12.0,E01032505,Liverpool,1279,16.73,0.226,114.0,8.0,229620.0,Merseyside,-0.285,1.054,0.307,-0.278,-0.152,0.19,0.3474554798303003
25.0,19.0,E01032506,Liverpool,1419,11.49,0.232,163.0,10.0,187916.0,Merseyside,-0.23,0.444,-0.117,-0.093,-0.081,0.236,0.2009526238822007
2.0,2.0,E01032507,Liverpool,1380,9.28,0.139,48.0,2.0,226814.0,Merseyside,-0.411,0.186,0.279,-0.526,-0.366,-0.485,0.1157112291562151
120.0,96.0,E01032508,Liverpool,1734,17.88,0.318,506.0,39.0,156488.0,Merseyside,0.518,1.188,-0.437,1.197,0.952,0.903,0.2520116079672866
64.0,52.0,E01032509,Liverpool,1299,18.55,0.345,470.0,32.0,100785.0,Merseyside,0.077,1.266,-1.005,1.062,0.703,1.113,0.1228121732741812
81.0,73.0,E01032510,Liverpool,2152,6.97,0.227,210.0,19.0,136748.0,Merseyside,0.211,-0.083,-0.638,0.084,0.24,0.197,0.2679499425738296
35.0,27.0,E01032511,Liverpool,1339,3.96,0.238,112.0,6.0,128742.0,Merseyside,-0.151,-0.434,-0.72,-0.285,-0.223,0.283,0.1750849155420865
15.0,9.0,E01006597,Liverpool,1678,10.25,0.045,36.0,6.0,370180.0,Merseyside,-0.308,0.299,1.739,-0.571,-0.223,-1.215,0.2839881155500871
19.0,13.0,E01006492,Knowsley,1300,2.23,0.21,48.0,4.0,130069.0,Merseyside,-0.277,-0.636,-0.706,-0.526,-0.295,0.066,0.1466187911430281
56.0,28.0,E01006653,Liverpool,1812,4.91,0.264,278.0,5.0,144323.0,Merseyside,0.014,-0.323,-0.561,0.339,-0.259,0.485,0.3844620645570153
17.0,11.0,E01006826,St. Helens,1202,2.5,0.247,142.0,5.0,142402.0,Merseyside,-0.293,-0.604,-0.581,-0.172,-0.259,0.353,0.1576466273287235
21.0,1.0,E01006827,St. Helens,1537,6.77,0.063,73.0,5.0,252520.0,Merseyside,-0.261,-0.107,0.541,-0.432,-0.259,-1.075,0.1971021794264555
16.0,10.0,E01006828,St. Helens,2127,3.81,0.046,73.0,6.0,312564.0,Merseyside,-0.301,-0.451,1.152,-0.432,-0.223,-1.207,0.1864236294189466
45.0,27.0,E01006829,St. Helens,1706,3.4,0.043,142.0,9.0,245443.0,Merseyside,-0.072,-0.499,0.468,-0.172,-0.117,-1.23,0.2466776713784671
11.0,6.0,E01006830,St. Helens,1599,5.13,0.34,139.0,6.0,128783.0,Merseyside,-0.34,-0.298,-0.72,-0.184,-0.223,1.074,0.2355396541443053
12.0,9.0,E01006831,St. Helens,1359,2.58,0.184,195.0,4.0,121867.0,Merseyside,-0.332,-0.595,-0.79,0.027,-0.295,-0.136,0.1883552780075733
305.0,197.0,E01006832,St. Helens,1692,4.08,0.203,966.0,61.0,135980.0,Merseyside,1.975,-0.42,-0.646,2.928,1.736,0.011,0.1910980489359442
15.0,13.0,E01006833,St. Helens,2067,2.23,0.106,144.0,4.0,127692.0,Merseyside,-0.308,-0.636,-0.731,-0.165,-0.295,-0.741,0.2565756517981576
121.0,104.0,E01006834,St. Helens,1276,4.55,0.265,488.0,36.0,104598.0,Merseyside,0.526,-0.365,-0.966,1.13,0.845,0.492,0.1828049783952144
25.0,8.0,E01006835,St. Helens,1324,2.64,0.142,164.0,3.0,188476.0,Merseyside,-0.23,-0.588,-0.112,-0.089,-0.33,-0.462,0.3088925745724579
15.0,13.0,E01006836,St. Helens,1425,3.09,0.208,246.0,11.0,160723.0,Merseyside,-0.308,-0.535,-0.394,0.219,-0.045,0.05,0.5318650198012609
2.0,1.0,E01006837,St. Helens,1557,2.5,0.156,137.0,3.0,152053.0,Merseyside,-0.411,-0.604,-0.483,-0.191,-0.33,-0.353,0.1523436071807246
27.0,17.0,E01006838,St. Helens,1450,4.69,0.237,229.0,10.0,109786.0,Merseyside,-0.214,-0.349,-0.913,0.155,-0.081,0.275,0.187607665729176
4.0,2.0,E01006839,St. Helens,1269,2.99,0.125,189.0,5.0,149506.0,Merseyside,-0.395,-0.547,-0.509,0.005,-0.259,-0.594,0.1559594190205094
7.0,6.0,E01006840,St. Helens,1420,3.31,0.111,207.0,4.0,132059.0,Merseyside,-0.371,-0.51,-0.686,0.072,-0.295,-0.703,0.3918559703616344
2.0,2.0,E01006841,St. Helens,1567,1.47,0.061,53.0,2.0,213211.0,Merseyside,-0.411,-0.724,0.14,-0.507,-0.366,-1.091,0.1304602234204311
14.0,2.0,E01006842,St. Helens,1650,4.91,0.253,280.0,5.0,150230.0,Merseyside,-0.316,-0.323,-0.501,0.347,-0.259,0.399,0.1446004963578933
3.0,1.0,E01006843,St. Helens,1228,1.95,0.165,116.0,0.0,144735.0,Merseyside,-0.403,-0.668,-0.557,-0.27,-0.437,-0.284,0.1993421052631579
70.0,32.0,E01006844,St. Helens,1616,6.06,0.332,380.0,15.0,99870.0,Merseyside,0.125,-0.189,-1.014,0.723,0.097,1.012,0.2317544935120922
70.0,42.0,E01006845,St. Helens,1768,3.45,0.208,414.0,16.0,138724.0,Merseyside,0.125,-0.493,-0.618,0.851,0.133,0.05,0.3364238755174859
18.0,10.0,E01006846,St. Helens,1440,2.01,0.105,90.0,2.0,168404.0,Merseyside,-0.285,-0.661,-0.316,-0.368,-0.366,-0.749,0.0913363067098048
24.0,14.0,E01006847,St. Helens,1980,3.74,0.375,238.0,4.0,168001.0,Merseyside,-0.238,-0.46,-0.32,0.189,-0.295,1.346,0.1484445350364158
7.0,1.0,E01006848,St. Helens,1279,1.33,0.129,96.0,6.0,147479.0,Merseyside,-0.371,-0.74,-0.529,-0.345,-0.223,-0.563,0.1758574053069103
12.0,6.0,E01006849,St. Helens,1466,3.89,0.354,144.0,11.0,149599.0,Merseyside,-0.332,-0.442,-0.508,-0.165,-0.045,1.183,0.2749983459712332
42.0,26.0,E01006850,St. Helens,1591,2.2,0.27,292.0,8.0,138338.0,Merseyside,-0.096,-0.639,-0.622,0.392,-0.152,0.531,0.1844403818809669
33.0,15.0,E01006851,St. Helens,1333,1.5,0.14,88.0,4.0,175949.0,Merseyside,-0.167,-0.721,-0.239,-0.375,-0.295,-0.478,0.1353629417382999
10.0,6.0,E01006852,St. Helens,1249,0.56,0.055,85.0,5.0,165373.0,Merseyside,-0.348,-0.83,-0.347,-0.387,-0.259,-1.137,0.1338147280770231
34.0,26.0,E01006853,St. Helens,1703,1.88,0.119,118.0,10.0,188726.0,Merseyside,-0.159,-0.676,-0.109,-0.263,-0.081,-0.641,0.1913660324322541
