StopCount,StopCountDrugs,LSOA21CD,Borough,PopulationLSOA,EthnicMinority,IncomeDomainScore,CrimeSum,DrugCrimeSum,MeanHousePrice,PoliceDept
13.0,9.0,E01001956,Hammersmith and Fulham,1574,41.04,0.188,109.0,8.0,803356.0,London
4.0,4.0,E01001957,Hammersmith and Fulham,1625,74.95,0.299,67.0,4.0,,London
16.0,14.0,E01001958,Hammersmith and Fulham,1727,71.74,0.314,288.0,11.0,332333.0,London
29.0,22.0,E01001959,Hammersmith and Fulham,2022,56.13,0.249,193.0,13.0,638626.0,London
50.0,24.0,E01001960,Hammersmith and Fulham,1799,37.8,0.124,176.0,9.0,882158.0,London
66.0,36.0,E01001961,Hammersmith and Fulham,1573,72.28,0.331,127.0,10.0,,London
3.0,0.0,E01032788,Hammersmith and Fulham,1588,33.44,0.193,109.0,1.0,817130.0,London
9.0,0.0,E01032789,Hammersmith and Fulham,1201,53.29,0.087,82.0,,750127.0,London
7.0,5.0,E01032790,Hammersmith and Fulham,1131,48.98,0.123,57.0,3.0,1339666.0,London
94.0,56.0,E01035484,Hammersmith and Fulham,1699,51.5,,11.0,2.0,,London
12.0,4.0,E01035485,Hammersmith and Fulham,1105,56.74,,4.0,1.0,,London
7.0,4.0,E01035486,Hammersmith and Fulham,1770,43.79,,7.0,1.0,,London
17.0,4.0,E01035487,Hammersmith and Fulham,1556,33.74,,5.0,,,London
5.0,5.0,E01001962,Haringey,1826,34.99,0.109,118.0,,945998.0,London
2.0,2.0,E01033742,Greenwich,1340,51.12,0.078,42.0,1.0,294775.0,London
40.0,21.0,E01033743,Greenwich,1942,69.26,0.133,287.0,3.0,313495.0,London
75.0,29.0,E01001849,Hackney,2446,48.45,0.208,554.0,11.0,563064.0,London
24.0,18.0,E01033744,Greenwich,1805,55.84,0.184,197.0,18.0,333587.0,London
2.0,0.0,E01001850,Hackney,1843,70.59,0.299,246.0,8.0,371883.0,London
24.0,15.0,E01033745,Greenwich,1784,67.04,0.154,145.0,3.0,368777.0,London
290.0,165.0,E01033699,Hackney,1409,39.25,0.144,938.0,40.0,607906.0,London
7.0,7.0,E01033746,Greenwich,1474,22.52,0.145,160.0,1.0,889821.0,London
33.0,4.0,E01033700,Hackney,2491,37.13,0.138,560.0,25.0,602540.0,London
29.0,20.0,E01034173,Greenwich,1855,61.19,,7.0,,,London
18.0,8.0,E01033702,Hackney,1451,47.69,0.268,246.0,6.0,445340.0,London
13.0,4.0,E01034174,Greenwich,1249,44.12,,1.0,,,London
19.0,9.0,E01033703,Hackney,1411,50.96,0.224,312.0,10.0,478277.0,London
8.0,4.0,E01034175,Greenwich,1304,45.48,,7.0,,,London
23.0,15.0,E01033704,Hackney,2343,33.33,0.096,474.0,15.0,669164.0,London
13.0,8.0,E01034176,Greenwich,2028,31.16,,5.0,,,London
77.0,48.0,E01033705,Hackney,1435,62.02,0.199,218.0,13.0,506190.0,London
1.0,1.0,E01034177,Greenwich,1598,51.94,,,,,London
549.0,368.0,E01033706,Hackney,1448,34.74,0.071,1029.0,65.0,901820.0,London
,,E01034178,Greenwich,1693,46.66,,2.0,,,London
328.0,192.0,E01033708,Hackney,1870,37.06,0.037,2434.0,118.0,1093874.0,London
121.0,76.0,E01034179,Greenwich,1425,46.39,,14.0,1.0,,London
32.0,15.0,E01033709,Hackney,1831,49.86,0.156,307.0,12.0,1034955.0,London
44.0,16.0,E01034180,Greenwich,1297,58.52,,2.0,,,London
8.0,3.0,E01033710,Hackney,1128,43.88,0.151,181.0,11.0,277600.0,London
10.0,8.0,E01034181,Greenwich,1811,34.46,,1.0,,,London
47.0,35.0,E01033711,Hackney,1915,41.57,0.049,373.0,9.0,1020722.0,London
11.0,6.0,E01001605,Greenwich,1522,17.15,0.035,83.0,2.0,568821.0,London
4.0,2.0,E01034182,Greenwich,1399,41.24,,13.0,,,London
30.0,27.0,E01001669,Greenwich,2494,54.17,0.193,279.0,11.0,365581.0,London
49.0,29.0,E01001671,Greenwich,1666,40.82,0.173,170.0,3.0,370530.0,London
85.0,65.0,E01001672,Greenwich,1935,70.54,0.188,196.0,12.0,363855.0,London
270.0,178.0,E01001673,Greenwich,2403,66.87,0.25,312.0,16.0,352048.0,London
63.0,34.0,E01033712,Hackney,1538,44.28,0.173,633.0,11.0,632197.0,London
75.0,59.0,E01001674,Greenwich,2194,68.73,0.152,187.0,15.0,379967.0,London
,,E01034183,Greenwich,1526,38.4,,5.0,2.0,,London
88.0,55.0,E01033713,Hackney,1329,40.86,0.167,275.0,13.0,533010.0,London
30.0,25.0,E01001675,Greenwich,2368,80.24,0.196,346.0,24.0,380938.0,London
,,E01034184,Greenwich,1289,41.51,,2.0,,,London
,,E01001606,Greenwich,1628,13.45,0.042,47.0,,553598.0,London
26.0,9.0,E01001755,Hackney,1677,56.83,0.247,199.0,6.0,493312.0,London
62.0,24.0,E01001756,Hackney,2032,28.4,0.078,317.0,17.0,811725.0,London
9.0,4.0,E01035638,Hackney,1891,50.5,,5.0,,,London
4.0,3.0,E01001757,Hackney,1584,76.83,0.249,43.0,1.0,339585.0,London
20.0,11.0,E01001607,Greenwich,1610,18.39,0.12,136.0,3.0,606860.0,London
28.0,10.0,E01035639,Hackney,1710,53.04,,9.0,,,London
56.0,29.0,E01001758,Hackney,2611,62.89,0.281,371.0,15.0,513933.0,London
15.0,10.0,E01001608,Greenwich,1443,11.09,0.057,96.0,2.0,731206.0,London
12.0,7.0,E01034185,Greenwich,1205,21.66,,5.0,,,London
75.0,43.0,E01001676,Greenwich,1803,56.96,0.185,300.0,10.0,387047.0,London
132.0,106.0,E01035640,Hackney,1399,49.04,,13.0,1.0,,London
8.0,5.0,E01001759,Hackney,1643,48.81,0.173,194.0,10.0,622216.0,London
19.0,12.0,E01001609,Greenwich,1689,21.61,0.127,455.0,18.0,572391.0,London
62.0,41.0,E01034186,Greenwich,1361,38.8,,7.0,1.0,,London
24.0,18.0,E01001677,Greenwich,2161,66.22,0.139,226.0,20.0,367959.0,London
9.0,8.0,E01035641,Hackney,1431,47.1,,8.0,2.0,,London
348.0,166.0,E01001760,Hackney,1888,46.24,0.224,793.0,18.0,618366.0,London
2.0,1.0,E01001610,Greenwich,1759,17.91,0.087,93.0,1.0,508265.0,London
407.0,298.0,E01034187,Greenwich,1253,49.48,,15.0,4.0,,London
6.0,2.0,E01001678,Greenwich,1774,47.91,0.091,111.0,1.0,418960.0,London
8.0,7.0,E01035642,Hackney,1843,42.49,,,,,London
7.0,4.0,E01001761,Hackney,1816,49.34,0.321,255.0,12.0,582574.0,London
7.0,5.0,E01001611,Greenwich,1767,25.3,0.12,96.0,5.0,478531.0,London
194.0,123.0,E01034188,Greenwich,1399,43.89,,20.0,,,London
,,E01001679,Greenwich,1355,35.5,0.086,95.0,5.0,457952.0,London
20.0,14.0,E01035643,Hackney,1725,47.83,,12.0,,,London
10.0,4.0,E01001762,Hackney,1673,38.08,0.138,428.0,14.0,670996.0,London
21.0,10.0,E01001613,Greenwich,1751,22.33,0.147,209.0,7.0,453784.0,London
16.0,8.0,E01034189,Greenwich,1269,52.32,,1.0,,,London
5.0,1.0,E01001680,Greenwich,1517,26.83,0.051,59.0,1.0,592590.0,London
42.0,15.0,E01035644,Hackney,1177,38.15,,3.0,1.0,,London
14.0,5.0,E01001763,Hackney,1766,46.66,0.13,262.0,3.0,1125552.0,London
20.0,11.0,E01001764,Hackney,1749,59.41,0.192,207.0,9.0,422985.0,London
16.0,9.0,E01001765,Hackney,1802,69.64,0.289,150.0,11.0,490702.0,London
5.0,3.0,E01001767,Hackney,1606,46.76,0.205,154.0,6.0,771631.0,London
,,E01001768,Hackney,1869,41.84,0.142,191.0,8.0,800242.0,London
10.0,5.0,E01001769,Hackney,1521,48.26,0.163,181.0,6.0,878644.0,London
10.0,5.0,E01001770,Hackney,1714,57.58,0.222,247.0,6.0,700606.0,London
14.0,6.0,E01001772,Hackney,1791,59.46,0.28,190.0,5.0,412058.0,London
21.0,13.0,E01001773,Hackney,2484,46.38,0.233,240.0,11.0,384729.0,London
160.0,137.0,E01001774,Hackney,1986,45.57,0.182,292.0,16.0,539679.0,London
10.0,6.0,E01001775,Hackney,1635,56.94,0.252,187.0,9.0,394464.0,London
8.0,3.0,E01001776,Hackney,1711,51.61,0.295,303.0,5.0,420087.0,London
68.0,38.0,E01001777,Hackney,2632,49.92,0.176,407.0,17.0,469950.0,London
48.0,30.0,E01001780,Hackney,1814,45.42,0.225,487.0,38.0,1076555.0,London
55.0,29.0,E01001781,Hackney,1607,52.77,0.274,250.0,10.0,401543.0,London
12.0,5.0,E01001783,Hackney,1609,64.7,0.256,215.0,10.0,433086.0,London
46.0,29.0,E01001784,Hackney,1770,51.98,0.182,232.0,6.0,469935.0,London
6.0,1.0,E01001785,Hackney,1593,48.78,0.178,62.0,2.0,872667.0,London
60.0,36.0,E01001786,Hackney,2222,66.88,0.291,310.0,6.0,561357.0,London
34.0,18.0,E01001787,Hackney,1608,66.42,0.31,171.0,6.0,499092.0,London
13.0,5.0,E01001788,Hackney,1494,70.21,0.297,169.0,7.0,337014.0,London
67.0,26.0,E01035645,Hackney,1309,46.91,,10.0,,,London
29.0,15.0,E01035646,Hackney,1540,42.79,,5.0,,,London
,,E01035647,Hackney,1113,27.67,,3.0,,,London
4.0,3.0,E01035648,Hackney,1537,59.66,,5.0,,,London
81.0,31.0,E01035649,Hackney,1457,46.26,,18.0,2.0,,London
39.0,19.0,E01035650,Hackney,2011,56.29,,10.0,,,London
12.0,7.0,E01001851,Hammersmith and Fulham,1463,21.87,0.071,147.0,4.0,1376291.0,London
41.0,27.0,E01001852,Hammersmith and Fulham,1633,32.15,0.101,127.0,8.0,709250.0,London
20.0,17.0,E01001853,Hammersmith and Fulham,1494,26.97,0.1,129.0,7.0,1131927.0,London
10.0,7.0,E01001854,Hammersmith and Fulham,1757,36.48,0.129,190.0,8.0,666659.0,London
,,E01001855,Hammersmith and Fulham,1663,27.54,0.105,137.0,5.0,729259.0,London
1.0,1.0,E01001856,Hammersmith and Fulham,1642,38.86,0.204,171.0,6.0,1857233.0,London
116.0,82.0,E01001857,Hammersmith and Fulham,1546,52.98,0.268,612.0,19.0,538308.0,London
16.0,8.0,E01001858,Hammersmith and Fulham,1753,38.56,0.189,275.0,15.0,753311.0,London
3.0,2.0,E01001859,Hammersmith and Fulham,2704,45.04,0.186,97.0,2.0,458579.0,London
21.0,12.0,E01001681,Greenwich,1404,44.44,0.113,84.0,3.0,484630.0,London
49.0,38.0,E01001860,Hammersmith and Fulham,1711,49.27,0.209,305.0,16.0,517965.0,London
15.0,12.0,E01001682,Greenwich,1378,36.28,0.104,143.0,4.0,471337.0,London
57.0,38.0,E01034190,Greenwich,1684,49.88,,5.0,,,London
3.0,1.0,E01001861,Hammersmith and Fulham,1408,46.95,0.222,188.0,6.0,794076.0,London
24.0,19.0,E01001683,Greenwich,1547,43.83,0.157,176.0,5.0,493789.0,London
,,E01034191,Greenwich,1643,40.78,,4.0,,,London
30.0,23.0,E01001614,Greenwich,1493,14.07,0.038,167.0,7.0,742525.0,London
44.0,33.0,E01001862,Hammersmith and Fulham,1758,45.16,0.224,204.0,9.0,578411.0,London
9.0,5.0,E01001684,Greenwich,1443,39.92,0.168,91.0,1.0,404731.0,London
81.0,49.0,E01034192,Greenwich,2232,28.94,,7.0,,,London
105.0,38.0,E01001615,Greenwich,1989,30.17,0.117,640.0,15.0,377182.0,London
16.0,14.0,E01001863,Hammersmith and Fulham,1412,28.54,0.115,181.0,6.0,955638.0,London
8.0,3.0,E01001685,Greenwich,1562,42.06,0.125,125.0,2.0,405059.0,London
18.0,3.0,E01034193,Greenwich,1480,51.01,,,,,London
18.0,8.0,E01001617,Greenwich,1624,18.29,0.054,170.0,6.0,395048.0,London
7.0,2.0,E01001864,Hammersmith and Fulham,1514,33.42,0.169,69.0,,908808.0,London
17.0,10.0,E01001686,Greenwich,1800,45.67,0.169,195.0,3.0,415625.0,London
2.0,0.0,E01034194,Greenwich,1299,44.11,,,,,London
16.0,8.0,E01001618,Greenwich,1903,23.75,0.152,148.0,11.0,525513.0,London
2.0,2.0,E01001865,Hammersmith and Fulham,1585,26.94,0.094,92.0,,900062.0,London
23.0,17.0,E01001687,Greenwich,1652,56.11,0.203,235.0,5.0,,London
1.0,1.0,E01034195,Greenwich,1291,55.54,,5.0,,,London
5.0,2.0,E01001619,Greenwich,1963,22.77,0.113,95.0,3.0,362996.0,London
96.0,55.0,E01001866,Hammersmith and Fulham,1501,39.24,0.078,275.0,14.0,768811.0,London
22.0,13.0,E01001688,Greenwich,2671,68.55,0.177,430.0,14.0,297151.0,London
11.0,1.0,E01001690,Greenwich,1712,55.26,0.195,141.0,3.0,287742.0,London
,,E01001692,Greenwich,1474,51.7,0.222,96.0,2.0,248371.0,London
113.0,83.0,E01001693,Greenwich,1558,61.75,0.258,223.0,19.0,,London
15.0,14.0,E01001694,Greenwich,1743,55.77,0.17,169.0,12.0,292467.0,London
70.0,63.0,E01001695,Greenwich,1549,56.17,0.239,136.0,8.0,352036.0,London
198.0,163.0,E01001696,Greenwich,2571,59.2,0.259,437.0,33.0,365572.0,London
60.0,45.0,E01001697,Greenwich,2641,66.57,0.224,246.0,21.0,352375.0,London
20.0,15.0,E01001698,Greenwich,1913,65.6,0.236,252.0,15.0,497000.0,London
18.0,12.0,E01001699,Greenwich,1467,46.01,0.132,144.0,6.0,421580.0,London
28.0,14.0,E01001700,Greenwich,2369,67.33,0.203,375.0,14.0,341508.0,London
174.0,123.0,E01001701,Greenwich,1763,40.5,0.167,470.0,17.0,360005.0,London
2.0,1.0,E01001702,Greenwich,1489,72.46,0.29,159.0,15.0,379600.0,London
33.0,26.0,E01001703,Greenwich,2081,77.08,0.243,208.0,10.0,,London
23.0,18.0,E01001704,Greenwich,1653,48.22,0.139,160.0,8.0,428452.0,London
124.0,110.0,E01001705,Greenwich,2248,62.1,0.206,275.0,41.0,276898.0,London
41.0,33.0,E01001708,Greenwich,1699,33.08,0.127,101.0,5.0,542002.0,London
174.0,146.0,E01001710,Greenwich,1762,64.98,0.259,132.0,9.0,307689.0,London
264.0,212.0,E01001712,Greenwich,2125,62.82,0.206,266.0,37.0,240083.0,London
20.0,16.0,E01032567,Greenwich,1591,46.2,0.107,157.0,3.0,419402.0,London
52.0,26.0,E01033727,Greenwich,2712,48.01,0.153,300.0,12.0,437193.0,London
1.0,0.0,E01033728,Greenwich,1765,34.22,0.057,99.0,6.0,443347.0,London
35.0,27.0,E01033729,Greenwich,2475,33.49,0.154,131.0,4.0,465833.0,London
16.0,8.0,E01033732,Greenwich,1067,47.05,0.15,191.0,2.0,552935.0,London
59.0,55.0,E01033734,Greenwich,1467,44.44,0.089,152.0,27.0,394628.0,London
296.0,202.0,E01033735,Greenwich,1258,53.5,0.144,570.0,33.0,156810.0,London
48.0,44.0,E01033736,Greenwich,2244,40.78,0.016,124.0,21.0,529562.0,London
4.0,1.0,E01001620,Greenwich,1581,32.01,0.192,138.0,3.0,452673.0,London
16.0,2.0,E01001621,Greenwich,1673,23.49,0.188,120.0,5.0,490914.0,London
16.0,12.0,E01001623,Greenwich,1807,38.13,0.123,137.0,1.0,418433.0,London
41.0,19.0,E01001624,Greenwich,1628,25.74,0.153,117.0,6.0,419517.0,London
42.0,33.0,E01001625,Greenwich,1781,29.59,0.248,175.0,9.0,422588.0,London
62.0,40.0,E01001629,Greenwich,2140,58.83,0.205,237.0,16.0,315766.0,London
35.0,24.0,E01001631,Greenwich,2108,68.83,0.264,223.0,12.0,212300.0,London
35.0,18.0,E01001632,Greenwich,2038,70.76,0.134,126.0,6.0,376276.0,London
12.0,12.0,E01001633,Greenwich,2037,57.93,0.245,135.0,4.0,339179.0,London
19.0,15.0,E01001634,Greenwich,1735,58.67,0.274,216.0,10.0,264167.0,London
40.0,27.0,E01001635,Greenwich,1643,46.01,0.141,110.0,3.0,392179.0,London
23.0,16.0,E01001636,Greenwich,1685,58.69,0.169,177.0,9.0,433337.0,London
41.0,25.0,E01001637,Greenwich,1799,53.14,0.187,206.0,5.0,390196.0,London
11.0,3.0,E01001638,Greenwich,1763,55.98,0.203,149.0,9.0,408573.0,London
115.0,67.0,E01001641,Greenwich,1866,30.92,0.096,585.0,24.0,701747.0,London
56.0,37.0,E01001642,Greenwich,1732,16.57,0.048,307.0,13.0,1132411.0,London
17.0,11.0,E01001644,Greenwich,2627,37.53,0.103,382.0,18.0,590162.0,London
14.0,8.0,E01001645,Greenwich,1853,42.58,0.197,157.0,3.0,439201.0,London
16.0,9.0,E01001646,Greenwich,2818,48.55,0.188,266.0,6.0,339720.0,London
7.0,3.0,E01001647,Greenwich,1486,41.79,0.1,82.0,6.0,633872.0,London
7.0,5.0,E01001648,Greenwich,1726,42.58,0.101,116.0,8.0,439631.0,London
12.0,10.0,E01001649,Greenwich,1576,40.1,0.218,127.0,5.0,511714.0,London
14.0,7.0,E01001650,Greenwich,1835,48.07,0.199,128.0,4.0,472367.0,London
32.0,13.0,E01001651,Greenwich,1873,47.14,0.24,243.0,3.0,392705.0,London
22.0,13.0,E01001652,Greenwich,1703,31.94,0.105,193.0,10.0,586701.0,London
32.0,13.0,E01001653,Greenwich,1590,29.62,0.282,216.0,8.0,323311.0,London
9.0,9.0,E01001654,Greenwich,1606,38.42,0.247,160.0,5.0,472488.0,London
3.0,1.0,E01001655,Greenwich,1575,25.4,0.265,182.0,3.0,330795.0,London
30.0,23.0,E01001656,Greenwich,1341,24.83,0.138,66.0,1.0,887526.0,London
114.0,58.0,E01001657,Greenwich,1568,24.43,0.072,132.0,3.0,823461.0,London
22.0,15.0,E01001658,Greenwich,1655,35.29,0.128,118.0,2.0,425786.0,London
37.0,18.0,E01001659,Greenwich,1621,51.63,0.093,149.0,9.0,737323.0,London
14.0,8.0,E01034196,Greenwich,1280,46.41,,7.0,,,London
80.0,59.0,E01034198,Greenwich,2324,55.38,,15.0,1.0,,London
11.0,8.0,E01001714,Hackney,2050,52.49,0.3,149.0,3.0,485674.0,London
1.0,0.0,E01001715,Hackney,1284,29.21,0.148,149.0,7.0,605181.0,London
26.0,9.0,E01001716,Hackney,1787,55.9,0.216,382.0,8.0,452553.0,London
17.0,6.0,E01001717,Hackney,1126,42.72,0.162,127.0,7.0,605427.0,London
24.0,13.0,E01001718,Hackney,1741,28.09,0.072,149.0,7.0,777064.0,London
6.0,2.0,E01001719,Hackney,1639,48.14,0.233,121.0,1.0,507915.0,London
4.0,1.0,E01001720,Hackney,1707,27.01,0.094,82.0,,772611.0,London
15.0,10.0,E01001722,Hackney,2301,48.76,0.213,302.0,9.0,705841.0,London
2.0,1.0,E01001723,Hackney,1971,38.36,0.15,83.0,1.0,721855.0,London
2.0,2.0,E01001724,Hackney,2895,36.34,0.144,235.0,11.0,461448.0,London
1.0,0.0,E01001725,Hackney,1832,37.5,0.172,93.0,3.0,,London
,,E01001726,Hackney,1323,59.86,0.252,106.0,1.0,,London
2.0,1.0,E01001727,Hackney,1989,42.13,0.124,103.0,2.0,859900.0,London
28.0,12.0,E01001728,Hackney,1979,39.31,0.215,109.0,5.0,667710.0,London
77.0,50.0,E01001729,Hackney,1986,62.79,0.292,603.0,15.0,324850.0,London
3.0,3.0,E01002163,Harrow,1651,66.99,0.079,63.0,3.0,652466.0,London
12.0,7.0,E01002164,Harrow,1923,53.51,0.066,121.0,6.0,555114.0,London
12.0,6.0,E01002165,Harrow,1763,65.0,0.077,81.0,1.0,448272.0,London
3.0,3.0,E01002166,Harrow,1711,70.13,0.121,43.0,1.0,591200.0,London
,,E01002167,Harrow,1610,66.21,0.136,46.0,1.0,,London
7.0,7.0,E01002168,Harrow,1548,65.83,0.193,87.0,4.0,490833.0,London
12.0,9.0,E01002169,Harrow,1666,68.97,0.123,118.0,,,London
2.0,2.0,E01002170,Harrow,1367,70.3,0.11,71.0,,535034.0,London
1.0,1.0,E01002171,Harrow,1709,66.94,0.073,78.0,6.0,461757.0,London
10.0,7.0,E01002172,Harrow,1613,67.89,0.08,85.0,7.0,521698.0,London
7.0,3.0,E01002173,Harrow,1910,67.38,0.104,82.0,5.0,668569.0,London
6.0,5.0,E01002174,Harrow,1570,77.77,0.08,56.0,,724475.0,London
10.0,8.0,E01002175,Harrow,1421,71.57,0.078,118.0,2.0,666972.0,London
17.0,7.0,E01002176,Harrow,1698,67.08,0.064,92.0,3.0,703146.0,London
2.0,1.0,E01002177,Harrow,1483,69.99,0.117,81.0,2.0,534119.0,London
6.0,5.0,E01002178,Harrow,1637,74.95,0.077,66.0,5.0,607247.0,London
142.0,111.0,E01002179,Harrow,2629,63.75,0.15,452.0,20.0,402201.0,London
8.0,7.0,E01002181,Harrow,2336,60.19,0.103,150.0,6.0,389012.0,London
6.0,4.0,E01002182,Harrow,2141,65.34,0.106,168.0,3.0,475168.0,London
20.0,17.0,E01002183,Harrow,2107,65.92,0.138,179.0,5.0,507221.0,London
12.0,11.0,E01002184,Harrow,1926,57.94,0.146,138.0,6.0,433091.0,London
12.0,7.0,E01002185,Harrow,1857,64.24,0.239,103.0,,509877.0,London
21.0,16.0,E01002186,Harrow,1937,54.31,0.123,184.0,6.0,430536.0,London
6.0,5.0,E01002187,Harrow,1987,61.4,0.078,115.0,,791483.0,London
1.0,1.0,E01002188,Harrow,1605,34.95,0.02,34.0,,1123256.0,London
36.0,23.0,E01002189,Harrow,1731,47.2,0.048,245.0,2.0,921001.0,London
4.0,1.0,E01002190,Harrow,1708,58.96,0.031,65.0,1.0,1048359.0,London
9.0,4.0,E01002191,Harrow,2023,68.36,0.056,65.0,4.0,666489.0,London
4.0,4.0,E01002192,Harrow,1683,52.58,0.046,75.0,1.0,612923.0,London
47.0,33.0,E01002193,Harrow,2044,56.7,0.086,77.0,6.0,662890.0,London
6.0,5.0,E01002194,Harrow,1835,50.46,0.042,64.0,2.0,955683.0,London
3.0,3.0,E01002195,Harrow,1657,60.23,0.056,76.0,1.0,686188.0,London
,,E01002196,Harrow,1822,55.32,0.045,50.0,2.0,798333.0,London
,,E01002197,Harrow,1416,70.83,0.091,56.0,,603875.0,London
2.0,0.0,E01002198,Harrow,1813,67.57,0.082,99.0,2.0,,London
2.0,2.0,E01002199,Harrow,1570,72.29,0.089,75.0,3.0,559633.0,London
30.0,16.0,E01002200,Harrow,2201,71.69,0.09,87.0,4.0,514044.0,London
11.0,4.0,E01002201,Harrow,1715,73.18,0.075,69.0,1.0,613091.0,London
16.0,14.0,E01002202,Harrow,2198,56.96,0.124,267.0,3.0,337806.0,London
6.0,4.0,E01002203,Harrow,1811,66.04,0.091,99.0,4.0,510633.0,London
24.0,14.0,E01002204,Harrow,1877,71.12,0.107,137.0,5.0,406285.0,London
8.0,7.0,E01002206,Harrow,1386,73.52,0.111,101.0,,466733.0,London
6.0,3.0,E01002207,Harrow,1775,76.79,0.095,61.0,1.0,527358.0,London
2.0,2.0,E01002208,Harrow,1361,62.31,0.036,49.0,3.0,743550.0,London
15.0,11.0,E01002209,Harrow,1861,67.54,0.073,162.0,9.0,550057.0,London
4.0,3.0,E01002210,Harrow,1548,74.81,0.066,58.0,,599695.0,London
10.0,4.0,E01002211,Harrow,1486,68.51,0.193,181.0,6.0,423000.0,London
14.0,12.0,E01002212,Harrow,1889,71.2,0.146,256.0,4.0,374735.0,London
7.0,5.0,E01002214,Harrow,1906,71.2,0.13,109.0,3.0,477574.0,London
4.0,4.0,E01002215,Harrow,1735,61.33,0.195,189.0,9.0,420744.0,London
5.0,1.0,E01002254,Havering,1626,9.35,0.023,81.0,2.0,605336.0,London
2.0,2.0,E01002255,Havering,1542,15.43,0.044,63.0,2.0,442721.0,London
,,E01002256,Havering,1520,10.2,0.046,21.0,,519260.0,London
6.0,1.0,E01002257,Havering,1736,8.93,0.029,41.0,1.0,980999.0,London
3.0,1.0,E01002258,Havering,1840,14.62,0.122,135.0,2.0,405199.0,London
22.0,9.0,E01002259,Havering,1548,10.14,0.065,33.0,,458777.0,London
38.0,21.0,E01002260,Havering,1804,30.38,0.066,119.0,16.0,435176.0,London
32.0,21.0,E01002261,Havering,1782,33.67,0.081,115.0,2.0,427401.0,London
6.0,5.0,E01002262,Havering,1759,25.36,0.106,109.0,1.0,426207.0,London
32.0,16.0,E01002263,Havering,1608,21.14,0.047,71.0,6.0,418413.0,London
2.0,1.0,E01002264,Havering,1671,21.6,0.245,164.0,1.0,342661.0,London
30.0,21.0,E01002265,Havering,1505,15.61,0.086,67.0,5.0,387092.0,London
6.0,3.0,E01002266,Havering,1543,22.29,0.073,136.0,4.0,426263.0,London
1.0,1.0,E01002267,Havering,1795,24.74,0.178,87.0,1.0,376517.0,London
2.0,2.0,E01002268,Havering,1486,28.06,0.072,69.0,2.0,500004.0,London
1.0,0.0,E01002269,Havering,1856,20.53,0.075,81.0,3.0,481568.0,London
10.0,8.0,E01002270,Havering,1738,48.1,0.045,72.0,4.0,1219138.0,London
2.0,2.0,E01002271,Havering,1591,45.13,0.044,50.0,,1081145.0,London
9.0,6.0,E01002272,Havering,1363,18.34,0.061,75.0,,556990.0,London
,,E01002273,Havering,1337,26.93,0.054,87.0,1.0,1000294.0,London
13.0,8.0,E01002274,Havering,1665,15.68,0.056,99.0,,479331.0,London
3.0,3.0,E01002275,Havering,1318,29.44,0.043,48.0,1.0,826658.0,London
23.0,14.0,E01002276,Havering,2072,20.95,0.171,168.0,5.0,464498.0,London
2.0,2.0,E01002277,Havering,1622,16.28,0.167,186.0,8.0,432471.0,London
5.0,3.0,E01002278,Havering,1726,22.07,0.206,141.0,3.0,374021.0,London
25.0,4.0,E01002279,Havering,1743,21.46,0.163,157.0,1.0,393695.0,London
10.0,7.0,E01002280,Havering,1860,25.59,0.339,177.0,5.0,278680.0,London
48.0,34.0,E01002281,Havering,2463,37.31,0.236,295.0,8.0,335578.0,London
64.0,44.0,E01002282,Havering,1957,33.47,0.282,643.0,31.0,305500.0,London
3.0,2.0,E01002283,Havering,1701,27.75,0.186,115.0,3.0,393783.0,London
47.0,38.0,E01002284,Havering,2068,32.35,0.177,209.0,6.0,350541.0,London
1.0,1.0,E01002285,Havering,1368,13.08,0.048,78.0,1.0,535374.0,London
8.0,7.0,E01002286,Havering,1615,11.83,0.029,42.0,1.0,486773.0,London
6.0,4.0,E01002287,Havering,1599,24.95,0.056,67.0,1.0,437219.0,London
6.0,4.0,E01002288,Havering,1600,16.75,0.035,40.0,1.0,431834.0,London
1.0,1.0,E01002289,Havering,1660,13.31,0.068,84.0,1.0,512918.0,London
10.0,8.0,E01002290,Havering,1493,14.4,0.048,56.0,1.0,484367.0,London
19.0,13.0,E01002291,Havering,1510,13.44,0.065,123.0,6.0,375990.0,London
4.0,3.0,E01002292,Havering,1703,13.04,0.12,88.0,3.0,454684.0,London
14.0,12.0,E01002294,Havering,1543,12.51,0.074,111.0,,519280.0,London
1.0,1.0,E01002295,Havering,2001,23.19,0.124,128.0,5.0,343018.0,London
9.0,5.0,E01002296,Havering,1698,18.26,0.069,122.0,3.0,473020.0,London
11.0,8.0,E01002297,Havering,1641,23.58,0.244,160.0,9.0,294050.0,London
5.0,2.0,E01002298,Havering,1605,18.44,0.085,101.0,2.0,441424.0,London
13.0,5.0,E01002299,Havering,1820,22.58,0.123,133.0,4.0,369077.0,London
10.0,6.0,E01002300,Havering,1999,23.06,0.07,64.0,3.0,446214.0,London
25.0,14.0,E01002301,Havering,1638,21.73,0.075,88.0,2.0,421119.0,London
13.0,11.0,E01002302,Havering,1723,24.61,0.132,90.0,4.0,471237.0,London
15.0,5.0,E01002303,Havering,2157,25.82,0.224,204.0,4.0,345468.0,London
12.0,8.0,E01002304,Havering,1541,18.3,0.07,106.0,3.0,441414.0,London
16.0,14.0,E01001963,Haringey,1801,22.21,0.055,128.0,1.0,1197216.0,London
